,cancion
6338,Malevo criollo
6339,Malhaya - Instrumental
6340,Malon de Ausencia
6341,Malon de ausencia
6342,Malvinas
6343,Malvon
6344,Maléfica
6345,Malón De Ausencia
6346,Malón de Ausencia - Buenos Aires 16/12/1958 [Restauración 2021]
6347,Mama Yo Quiero de Eso - Remasterizado
6348,"Mama, Yo Quiero Ir en Avión - Remasterizado"
6349,"Mama, yo quiero casarme"
6350,"Mama, yo quiero un novio"
6351,Mambop
6352,Mamichula - con Nicki Nicole
6353,Mamichula - con Nicki Nicole
6354,Mamichula - con Nicki Nicole
6355,Mamiferos de Lujo - Remasterizado
6356,Mamita - Remasterizado
6357,Mamá Ambición
6358,Mamá Mamá
6359,Mamá en Cama 1
6360,Mamá en Cama 2
6361,Manana No Estaras
6362,Manana por la manana
6363,Manguero
6364,Manguero - Remasterizado
6365,Manicero GO HOME
6366,Mano a Mano (with Orquesta Tipica Porteña)
6367,Mano a Mano - Remasterizado
6368,Mano a mano (Gran tango) - Voice
6369,Mano a mano (Gran tango) - Voice
6370,Mano brava
6371,Mano unica - Hasta el otro carnaval
6372,Manos Adoradas
6373,Manos Brujas
6374,Manos Brujas
6375,Manos adoradas
6376,Manuel + Testimonios
6377,"Manuelita, La Tortuga"
6378,"Manuelita, La Tortuga"
6379,Manush Gache Ekbar
6380,Mañana Por La Mañana - Remastered
6381,Mañana de Amapolas
6382,Mapa De Tu Amor
6383,Mapu
6384,Maquillaje (with Atilio Stampone y su Orquesta Tipica)
6385,Maquillaje (with Héctor de Rosas)
6386,Maquina
6387,Mar Adentro
6388,Mar Adentro - Remasterizado
6389,Mar Dulce
6390,Mar y Luna
6391,Marcando el Compás: Preludio para el Año 3001 (Renaceré)
6392,Marcando el Compás: Preludio para el Año 3001 (Renaceré)
6393,Marcando el Compás: Preludio para el Año 3001 (Renaceré)
6394,Marcando el Compás: Tu Amor
6395,Marcando el Compás: Tu Amor
6396,Marcando el Compás: Tu Amor
6397,Marcas - Remastered
6398,Marcelo Delgado: Cantares. Cuarto Cantar
6399,Marcelo Delgado: Cantares. Décimo Cantar
6400,Marcelo Delgado: Cantares. Epílogo
6401,Marcelo Delgado: Cantares. Noveno Cantar
6402,Marcelo Delgado: Cantares. Octavo Cantar
6403,Marcelo Delgado: Cantares. Primer Cantar
6404,Marcelo Delgado: Cantares. Quinto Cantar / Sexto Cantar
6405,Marcelo Delgado: Cantares. Segundo Cantar
6406,Marcelo Delgado: Cantares. Séptimo Cantar
6407,Marcelo Delgado: Cantares. Tercer Cantar
6408,Marcelo Delgado: Letanías
6409,Marcha Atrás - Remasterizado
6410,Marcha de San Lorenzo
6411,Marcha de San Lorenzo
6412,Marcha de San Lorenzo (arr. for guitar)
6413,Marcha de la Armada - Remasterizado
6414,Marcha de los Derrotados
6415,Marcha de los Granaderos - Remasterizado
6416,Marea de Venus
6417,Mareados (Arranged by Marcelo Nisinman)
6418,Marejada - Instrumental
6419,Marga (Un Pensamiento)
6420,Margarita Flor del Monte - Remasterizado
6421,Margarita Gauthier - Astor Piazzolla
6422,Margarita Gauthier - Astor Piazzolla
6423,Margerita Gauthier
6424,Margherita (feat. Pedro Aznar)
6425,Marginal Milonga
6426,Margo - Remasterizado
6427,Maria (arr. A. Carlevaro)
6428,Maria - Remastered
6429,Maria Elena
6430,Maria en la casa
6431,Mariana - Remasterizado
6432,Mariano y Carolina
6433,Mariano y Carolina
6434,Maricon
6435,Marion
6436,Marioneta
6437,Mariposa Azul
6438,Mariposa Mentirosa
6439,Mariposa azul
6440,Mariposa de Cabaret
6441,Mariposas de Bagdad
6442,Mariposas de Colores - Remastered
6443,Mariposas de Madera
6444,Mariposita
6445,Mariposita
6446,Mariposita
6447,Mariposita - Remastered
6448,Marizápalos
6449,Marión
6450,Marjane
6451,Marjane
6452,Marol
6453,Marol - Remastered
6454,Marri Yanada (feat. Lucila Dominguez)
6455,Marron y azul (arr. E. Acher)
6456,Marruecos
6457,Marshmallow Sky
6458,Martes
6459,Martes 13 - Remasterizado
6460,Martinis y Tafiroles
6461,Martirio - Remasterizado
6462,"Martucci: Tema con variazioni in E-Flat Major, Op. 58"
6463,Martín Fierro
6464,Marujita - Remasterizado
6465,Mary Poppins y el deshollinador
6466,Mary Remix
6467,Mary Remix
6468,María (feat. Walter Ríos & Ricardo Domínguez)
6469,María (with Nelly Vázquez)
6470,María (with Nelly Vázquez)
6471,María (with Orquesta Tipica Porteña)
6472,María Lando (feat. Mercedes Sosa & Lucho Gonzalez)
6473,María Lando (feat. Mercedes Sosa & Lucho Gonzalez)
6474,María de los Dolores
6475,María la Portuguesa
6476,María la del Portón
6477,Mas Alla... Bandoneon
6478,Mas Allá - Remasterizado
6479,Mas Allá del Corazón
6480,Mas Cerca del Cielo (feat. Nonpalidece)
6481,Mas Vale Cien Volando
6482,Mas Vale Cien Volando
6483,Mas Vale Cien Volando
6484,"Mass No.2 In G, D.167: Agnus Dei"
6485,"Mass No.2 In G, D.167: Agnus Dei"
6486,"Mass No.2 In G, D.167: Benedictus"
6487,"Mass No.2 In G, D.167: Benedictus"
6488,"Mass No.2 In G, D.167: Kyrie"
6489,Mastro Pietro - Remasterizado
6490,Matatan - Remix
6491,Matatan - Remix
6492,Mate Cocido - Remasterizado
6493,Matemática
6494,Matilde La Iniciacion
6495,Maximas Minimas
6496,"Mazurka No. 1, Op. 3"
6497,"Mazurka No. 2, Op. 20 (Andantino)"
6498,"Mazurka No. 3, Op. 28 (Moderato)"
6499,Mañana
6500,Mañana En El Abasto
6501,Mañana Juega - Remasterizado
6502,Mañana No Estaras - Remasterizado
6503,Mañana Sera la Mia
6504,Mañana Sera la Mia
6505,Mañana Zarpa Un Barco
6506,Mañana en el Abasto
6507,"Mañana en el Abasto (feat. Rafael Varela, Luis Volcoff & Juampi Francisconi)"
6508,Mañana por la Mañana
6509,Mañana por la mañana
6510,Mañanita Posadeña
6511,Mañanitas De Montmarte
6512,Mañanitas Loretanas
6513,Mañanitas Loretanas
6514,Mañanitas Loretanas
6515,Mbae Pa Ere Cheve Nde
6516,Mbae Pa Ere Cheve Nde
6517,Md
6518,Mdb - 666
6519,Mdb - 666
6520,Mdb - 666
6521,Mdb - Acelerando
6522,Mdb - Acelerando
6523,Mdb - Dalla$
6524,Mdb - Dalla$
6525,Mdb - No Paramos de Venderlo
6526,Mdb - No Paramos de Venderlo
6527,Mdb - Perico
6528,Mdb - Perico
6529,Mdb - Perico
6530,Mdb - Que No Pare
6531,Mdb - Que No Pare
6532,Mdb - Que No Pare
6533,Mdb - Suite 22
6534,Mdb - Suite 22
6535,Mdb - Suite 22
6536,Mdb - la Calle Está Hot
6537,Mdb - la Calle Está Hot
6538,Mdb - la Fiesta Es de Nosotros
6539,Mdb - la Fiesta Es de Nosotros
6540,Mdb - la Fiesta Es de Nosotros
6541,Mdb - la Fiesta Es de Nosotros
6542,Mdb - la Fiesta Es de Nosotros
6543,Mdb Es Familia
6544,Mdb Es Familia
6545,Mdb Es Familia
6546,Me Basta Con Eso
6547,Me Beso Y Se Fue
6548,Me Besó Y Se Fue
6549,Me Besó y Se Fue
6550,Me Das Cada Día Más (feat. Ale Sergi)
6551,Me Dejaron en la Via - Remasterizado
6552,Me Dejaste Tirado
6553,Me Dejaste en Gris
6554,Me Dijeron - Remasterizado
6555,Me Duele Pero Me Gusta El Dolor
6556,Me Dá Pena Confesarlo
6557,Me Emborracharé
6558,Me Embrujaste
6559,Me Enamoré una Vez - Remasterizado
6560,Me Enenés
6561,Me Enenés
6562,Me Enenés
6563,Me Enenés
6564,Me Estan Sobrando Las Penas
6565,Me Están Sobrando Las Penas
6566,Me Están Sobrando las Penas
6567,Me Están Sobrano Las Penas
6568,Me Extrañarás
6569,Me Fui - Remix
6570,Me Gusta Así
6571,Me Gusta Cuando Juegas
6572,Me Gusta Jujuy Cuando Llueve (feat. Antonio Tarragó Ros)
6573,Me Gusta Mi Vereda
6574,Me Gusta la Lluvia
6575,Me Gustan Todas en General
6576,Me Llaman el Zorro
6577,Me Perdí
6578,Me Puse a Ladrar
6579,Me Quedé Mirándola - Remastered
6580,Me Quedé Mirándola
6581,Me Refugio
6582,Me Robaron La Luna
6583,Me Sueltan los Angeles
6584,Me Sueltan los Angeles
6585,Me Tienta
6586,Me Tiro a la Basura
6587,Me Usaste
6588,Me Voy A Baraja
6589,Me Voy A Baraja
6590,Me Voy A Baraja
6591,Me Voy Quedando
6592,Me Voy a Baraja
6593,Me Vuelves Loco (You're Driving Me Crazy)
6594,Me Vuelves Loco - Remasterizado
6595,Me asomo - Vivo en el Teatro Opera
6596,Me beso y se fue
6597,Me estoy enamorando
6598,Me voy quedando
6599,Me voy quedando
6600,Me voy quedando
6601,Me voy quedando
6602,Meca del Alma Mia
6603,Media noche
6604,Medias Verdades
6605,Medias Verdades
6606,Medias Verdades
6607,Medio Crazy Remix
6608,Medio Crazy Remix
6609,Meditación - Remasterizado
6610,Meditación Maleva - Remasterizado
6611,"Medley: Un Sueño No Es una Mentira / A Veces Soñamos una Mentira - From ""Parábola"" (Rodolfo Alchourrón, 1980)"
6612,Medley: VI. Muerte De Real / VII. Epilogo
6613,Medley: VI. Muerte De Real / VII. Epilogo
6614,Medley: VI. Muerte De Real / VII. Epilogo
6615,Medley: VI. Muerte De Real / VII. Epilogo
6616,Mega Intro Trumpet
6617,Mejicana Ven - Remasterizado
6618,Melancolico: Melancholic
6619,Melancólica Marga
6620,Melancólico Buenos Aires
6621,Melancólico Buenos Aires
6622,Melancólico Buenos Aires
6623,Melenita a la Garcón - Remasterizado
6624,Melenita de Oro - Remasterizado
6625,Melenita negra
6626,Melodia de Arrabal - Remasterizado
6627,Melodias de America
6628,Melodic Minor Blues - Jazz Online Club Sessions
6629,Melodía Gris
6630,Melodía Gris - Remastered
6631,Melodía Oriental - Remasterizado
6632,Melodía de Arrabal (feat. Juanjo Domínguez)
6633,Melodía de arrabal (Tango canción) - Voice
6634,Melodía de arrabal (Tango canción) - Voice
6635,Memento
6636,Memento
6637,Memento
6638,Memento
6639,Memoria de un Patio - Cover
6640,Memoria de un Patio - Cover
6641,Memoria del Viento
6642,Memories of Summer
6643,Menos Mierda
6644,Menos Tu Amor
6645,Menos Tu Amor
6646,Menos y Más
6647,Mensaje
6648,Mensaje Peregrino (Bonus Track)
6649,Mensaje de Chacarera
6650,Mensaje de Chacarera
6651,Mensajes
6652,Menta y Miel
6653,Mentira - Remasterizado
6654,Mentiras Criollas - Remasterizado
6655,Mentiras Piadosas
6656,Mentiras Piadosas - Remasterizado
6657,Mentirillas
6658,Mercedita
6659,Merceditas - Remasterizado
6660,Merceditas - Remasterizado
6661,Mestiza
6662,Meta Garufa
6663,Meteorito
6664,Meteorito - Auma Runa Remix
6665,Meteorito - Tribilin Sound Remix
6666,Meteoritos Vs Dinosaurios
6667,Metida De Amor Profundo
6668,Metido
6669,Metido (Enamorado)
6670,Metido - Remastered
6671,Metrópolis
6672,Mi Abuela Bailó la Zamba
6673,Mi Adorable Desconocida
6674,Mi Alondra - Remastered
6675,Mi Ambición - Remasterizado
6676,Mi Amigo (Quem Podeira Namorarla)
6677,Mi Amor Te Protegerá
6678,"Mi Amor, Tu Pasajero"
6679,Mi Bailarina
6680,Mi Banda Encendida
6681,Mi Bandera
6682,Mi Bandoneon y Yo - Cover
6683,Mi Bandoneon y Yo - Cover
6684,Mi Barrio Tenía Cosas
6685,Mi Buenos Aires Querido (Tango canción) - Voice
6686,Mi Buenos Aires Querido (Tango canción) - Voice
6687,Mi Buenos Aires Querido (with Osvaldo Berlingieri Y Su Orquesta)
6688,Mi Buenos Aires Querido - Remasterizado
6689,Mi Caballo Bayo - Remasterizado
6690,Mi Canción De Ausencia
6691,Mi Caramel Machiato
6692,Mi Cariñito - Remasterizado
6693,Mi Carnaval Está Ausente
6694,Mi Chica
6695,Mi China - Remasterizado
6696,Mi Ciudad y Mi Gente - Cover
6697,Mi Ciudad y Mi Gente - Cover
6698,Mi Corazon Lloro
6699,Mi Corazon Te Llama
6700,Mi Corazón - Remasterizado
6701,Mi Cuarto
6702,Mi Cubana - Remix
6703,Mi Cubana - Remix
6704,Mi Deseo Es Más Intenso
6705,Mi Destino
6706,Mi Destino - Remasterizado
6707,Mi Estanciera y Yo - Vivo
6708,Mi Estrella y Yo
6709,Mi Evocación
6710,Mi Giovanna - Remasterizado
6711,Mi Gloria - Remasterizado
6712,Mi Guitarra y una Copa
6713,Mi Guri
6714,Mi Hermano Miguel
6715,Mi Lugar
6716,Mi Luna Azul
6717,Mi Madre Tierra
6718,Mi Madre Y Vos
6719,Mi Moro
6720,Mi Morocha - Buenos Aires 18/09/1941 (Restauración 2022)
6721,Mi Mundo
6722,Mi Musa Campera
6723,Mi Noche Triste - Remasterizado
6724,Mi Novia de Ayer
6725,Mi Novia de Ayer - Remasted
6726,Mi Obra Maestra
6727,Mi Pacha Mama
6728,Mi Pecadora
6729,Mi Pecadora - Remastered
6730,Mi Pequeño Mundo
6731,Mi Persona Favorita
6732,Mi Persona Favorita
6733,Mi Pesar
6734,Mi Piba Linda
6735,Mi Plenitud
6736,Mi Poder Es el Amor
6737,Mi Porteñita Gracil
6738,Mi Promesa - Remasterizado
6739,Mi Provinciana - Remasterizado
6740,Mi Querido Coronel Pringles - 2015
6741,Mi Razón de Amor
6742,Mi Reflexion
6743,Mi Religión
6744,Mi Rioja
6745,Mi Romance - Buenos Aires 07/07/1941 (Restauración 2022)
6746,Mi Rostro De Vos
6747,Mi Serenata - Remasterizado
6748,Mi Tambor
6749,Mi Trap
6750,Mi Tripón
6751,Mi Ultimo Trago
6752,Mi Vida - Remasterizado
6753,Mi Vida En Tus Manos - Remastered
6754,Mi Vida en Tu Manos
6755,Mi Vida en Tus Manos
6756,Mi Vieja
6757,Mi Viejo Amor - Remasterizado
6758,Mi Viejo Piazzolla
6759,Mi Viejo Piazzolla
6760,Mi Viejo Reloj
6761,Mi Viejo Reloj - 2da. Versión
6762,Mi Viejo el Remendón
6763,Mi changuita (My Little Gir)
6764,Mi colegiala
6765,Mi colegiala
6766,Mi dolor
6767,Mi enfermedad
6768,Mi no veuggio ese mi
6769,Mi noche triste - Remastered
6770,Mi pecadora
6771,Mi queja
6772,Mi refugio
6773,Mi serenata
6774,Mi serenata
6775,Mi sombra
6776,Mi vida en tus manos
6777,Mi virgencita
6778,Mi viña de Chapanay
6779,"Mi-Mi, La-La"
6780,Miau
6781,Michelangelo '70
6782,Michelangelo 70 (arr. P. Ziegler for 2 pianos)
6783,Micifuz - Remasterizado
6784,Micro
6785,Midinette - Remasterizado
6786,Midnight in Buenos Aires
6787,Miedo a Volver
6788,Mientes
6789,Mientras Bailas
6790,Mientras Bailas
6791,Mientras Duerme La Ciudad
6792,Mientras Fumo
6793,Mientras Gime El Bandoneón
6794,Mientras Llora el Tango - Remasterizado
6795,Mientras Me Voy Poniendo Viejo
6796,"Mientras Miro las Nuevas Olas (feat. Rafael Varela, Luis Volcoff, Ernesto Cantero & Daniel Colombres)"
6797,"Mientras Miro las Nuevas Olas (feat. Rafael Varela, Luis Volcoff, Ernesto Cantero & Daniel Colombres)"
6798,Mientras Respiro
6799,Mientras Tu Me Quieras - Remasterizado
6800,Mientras los Otros Rien
6801,Migajas
6802,Migrante
6803,Miguel Angel - Remasterizado
6804,Miguitas de ternura
6805,Mil Ballenas
6806,Mil Hombres y Mil Mujeres
6807,Mil Horas
6808,Mil mentiras y una verdad (feat. Fito Paez)
6809,Milagro - Remasterizado
6810,Milagro de los Peces
6811,Milagro de los Peces
6812,Milanga
6813,Milionga Flamenca
6814,Milionga Flamenca
6815,Military Tap
6816,Millonario
6817,Milonga - Remasterizado
6818,Milonga Antigua
6819,Milonga Batarazza
6820,Milonga Brava
6821,Milonga Brava - Remasterizado
6822,Milonga Canyengue - Instrumental (Remasterizado)
6823,Milonga Casi Candombe
6824,Milonga Criolla
6825,Milonga Criolla - Remasterizado
6826,Milonga De Corralón
6827,Milonga De La Parda
6828,Milonga Del Angel
6829,Milonga En Rojo
6830,Milonga Gris
6831,Milonga Nocturna
6832,Milonga Nocturna
6833,Milonga Querida
6834,Milonga Sin Palabras (Arr. para Flauta e Piano)
6835,Milonga Triste (with Héctor de Rosas)
6836,Milonga Triste - Remasterizado
6837,Milonga de Milano
6838,Milonga de Montserrat
6839,Milonga de dos Hermanos
6840,Milonga de la Anunciación
6841,Milonga de la Tierra
6842,Milonga de la tierra
6843,Milonga de los dos hermanos
6844,Milonga de mayoral
6845,Milonga de mayoral
6846,Milonga de mi flor
6847,Milonga de mis Amores (feat. Fernando Marzan Quintet)
6848,Milonga de mis amores (Arr. by Eduardo Egüez)
6849,Milonga de mis amores (Arr. by Eduardo Egüez)
6850,Milonga de mis amores (Arr. by Eduardo Egüez)
6851,Milonga del 700
6852,Milonga del 700
6853,Milonga del 900 (feat. Walter Ríos & Ricardo Domínguez)
6854,Milonga del 900 - Remasterizado
6855,Milonga del Alucinado
6856,Milonga del Angel
6857,Milonga del Angel
6858,Milonga del Angel
6859,Milonga del Angel - The Lausanne Concert
6860,Milonga del Angel - The Lausanne Concert
6861,Milonga del Angel - The Lausanne Concert
6862,Milonga del Angel - The Lausanne Concert
6863,Milonga del Barbijo
6864,Milonga del Corazon - Remasterizado
6865,Milonga del Corazón
6866,Milonga del Plata
6867,Milonga del Sentimiento
6868,"Milonga del Volatinero, Op. 72 No. 6"
6869,Milonga del agua herida
6870,Milonga del mayoral
6871,Milonga del mayoral
6872,Milonga del novecientos
6873,Milonga del sentimiento
6874,Milonga del ángel - Arr. pour piano et clarinette
6875,Milonga do Magon
6876,Milonga en negro - Remastered
6877,Milonga en re - Arr. pour piano et clarinette
6878,Milonga en rojo
6879,Milonga en rojo
6880,Milonga of Confusion
6881,Milonga of My Loves
6882,Milonga pa' Cacho Vázquez
6883,Milonga pa' Cacho Vázquez
6884,Milonga para Gardel
6885,Milonga para Grela
6886,Milonga para Hermeto
6887,Milonga para la China
6888,Milonga por Que Llorás
6889,Milonga sin palabras - Arr. pour piano et clarinette
6890,Milonga triste
6891,Milonga triste
6892,Milonga triste
6893,Milonga triste
6894,Milonga triste (arr. A. Carlevaro)
6895,Milonga triste (arr. M.J. Nisinman)
6896,Milonga triste (feat. Marcelo Nisinman)
6897,"Milongas, Op. 64: XI Boleando avestruces (Allegro moderato)"
6898,"Milongas, Op. 64: XII Junto al fogon (Andantino)"
6899,"Milongas, Op. 64: XIII Mate amargo y otras amarguras (Lentamente)"
6900,"Milongas, Op. 64: XIV Escarceos de mi pingo (Allegro scherzando)"
6901,"Milongas, Op. 64: XIX La milonga del rastreador (Allegretto)"
6902,"Milongas, Op. 64: XV La vuelta al pago (Andante)"
6903,"Milongas, Op. 64: XVI Adios a la tapera (Andante mesto)"
6904,"Milongas, Op. 64: XVII Santos Vega bajo un sauce IIoron (Andantino)"
6905,"Milongas, Op. 64: XVIII La milonga del tropero (Andante con moto)"
6906,"Milongas, Op. 64: XX ""Lo mesmo pa' diferenciar."" (Frase ironica de los gauchos) (Allegro)"
6907,Milongon festivo
6908,Milongon porteno
6909,Milongueando - Remasterizado
6910,Milongueando En El 40
6911,Milongueo de ayer
6912,Milonguera
6913,Milonguero Triste
6914,Milonguero Triste - Versión Instrumental
6915,Milonguero Viejo - 1ª Versión
6916,Milonguero Viejo - 2ª Versión
6917,Milonguero Viejo - 3ª Versión
6918,Milonguita (Esthercita)
6919,Milonguita - Remasterizado
6920,Milontango
6921,Mimi
6922,Mimí Pinsón (Arr. for Small Ensemble)
6923,Mina Que Te das a la Morfina - Remasterizado
6924,Mineral - Remasterizado
6925,Mintieron Tus Labios - Remasterizado
6926,Minuet
6927,Mira Mi Retrato de Pibe - Remasterizado
6928,Mira Que Nena - Remasterizado
6929,Mira...! - Remasterizado
6930,Miraflores
6931,Miraflores
6932,Mirame a Mi
6933,Mirando Caer La Lluvia
6934,Mirando La Lluvia
6935,Mirando la Lluvia
6936,Mirando la Lluvia
6937,Mirando la Luna
6938,Mirando la lluvia
6939,Mirando la lluvia
6940,Mirando la lluvia
6941,Mirar o ver
6942,Mirasol - Remasterizado
6943,Mireya - Remasterizado
6944,Miriñaque
6945,Miriñaque
6946,Mirringa - Remasterizado
6947,Mirá Vos
6948,"Mirá Vos, No Parece"
6949,Mis Amigos de Ayer
6950,Mis Amigos de Ayer - Remasterizado
6951,Mis Amores De Ayer - Remastered
6952,Mis Amores de Ayer
6953,Mis Cinco Hijos
6954,Mis Manos
6955,Mis Niggas
6956,Mis Noches Sin Ti
6957,Mis Personas Favoritas
6958,Mis Pesares
6959,Mis Poemas a la Calle
6960,Mis Sueños
6961,Mis amigos de ayer
6962,Mis amores de ayer
6963,Mis manos
6964,Misa Criolla - Agnus Dei
6965,Misa Criolla - Credo
6966,Misa Criolla - Gloria
6967,Misa Criolla - Kyrie
6968,Misa Criolla - Sanctus
6969,Misa Criolla - original version Arr. of the choral parts by J.G. Segade: Agnus Dei (Estilo Pampeano)
6970,Misa Criolla - original version Arr. of the choral parts by J.G. Segade: Credo (Chacarera Trunca)
6971,Misa Criolla - original version Arr. of the choral parts by J.G. Segade: Sanctus (Carnaval Cochabambino)
6972,Misa Criolla: 1. Kyrie
6973,Misa Criolla: 2. Gloria (carnavalito-yaraví)
6974,Misa Criolla: 3. Credo (chacarera trunca)
6975,Misa Criolla: 4. Sanctus (carnaval cochabambino)
6976,Misa Criolla: I. Kyrie
6977,Misa Criolla: I. Kyrie
6978,Misa Criolla: I. Kyrie
6979,Misa Criolla: II. Gloria
6980,Misa Criolla: II. Gloria
6981,Misa Criolla: II. Gloria
6982,"Misa Criolla: II. Gloria (Version for Solo Violin, Vocal Quartet, Percussion, Charango, Guitar and String Orchestra)"
6983,Misa Criolla: III. Credo
6984,Misa Criolla: III. Credo
6985,Misa Criolla: III. Credo
6986,Misa Criolla: IV. Sanctus
6987,Misa Criolla: IV. Sanctus
6988,Misa Criolla: IV. Sanctus
6989,Misa Criolla: V. Agnus Dei
6990,Misa Criolla: V. Agnus Dei
6991,Misa Criolla: V. Agnus Dei
6992,Misa De Once - Remastered
6993,Misa Rea - Remasterizado
6994,Miserere
6995,Mishky 3063
6996,Misión - Astrosuka Remix
6997,Misión - Sidirum Remix
6998,Misión - Zero Kill Remix
6999,Mismomar
7000,Miss P. L.
7001,Miss Parrot (One for the Road)
7002,Mister Williams - Remasterizado
7003,Mitad del Viento - Emisor Remix
